premio,empresa,codigo projeto,tipo do premio,premio estudante 1,premio estudante 2,premio estudante 3,premio orientador,premio coorientador,premio escola,premio local de pesquisa,ano
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,SOC083,Projeto,0,0,0,0,0,0,0,2016
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,ENG001,Projeto,0,0,0,0,0,0,0,2016
Prêmio Incentivo à Inovação Tecnológica MOSTRATEC,MOSTRATEC,HUM186,Projeto,0,0,0,0,0,0,0,2016
Prêmio MOCINN,Mocinn - Movimento Científico Norte Nordeste,BIO200,Projeto,0,0,0,0,0,0,0,2016
Prêmio Mostra de Ciências e Tecnologia da Escola AÇAÍ,Mostra de Ciência e Tecnologia da Escola Açaí,BIO204,Projeto,0,0,0,0,0,0,0,2016
Prêmio Mostra de Ciências e Tecnologia da Escola AÇAÍ,Mostra de Ciência e Tecnologia da Escola Açaí,BIO207,Projeto,0,0,0,0,0,0,0,2016
Prêmio Mostra Nacional de Ciência de Portugal,Fundação da Juventude,EXA275,Projeto,0,0,0,0,0,0,0,2016
Prêmio MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,ENG010,Projeto,0,0,0,0,0,0,0,2016
Prêmio MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,ENG056,Projeto,0,0,0,0,0,0,0,2016
Prêmio MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,MTEP – Mostra Técnica de Projetos da Escola Arte de Educar e CEB,ENG071,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Acre ,FEBRACE,BIO216,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Alagoas,FEBRACE,ENG052,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Amapá,FEBRACE,SOC084,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Amazonas,FEBRACE,ENG010,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Bahia,FEBRACE,BIO200,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Ceará,FEBRACE,BIO222,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Distrito Federal,FEBRACE,EXA275,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Espírito Santo,FEBRACE,ENG043,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Goiás,FEBRACE,BIO194,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Maranhão,FEBRACE,SOC080,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Mato Grosso,FEBRACE,SOC081,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Mato Grosso do Sul,FEBRACE,ENG078,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Minas Gerais,FEBRACE,ENG001,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Pará,FEBRACE,EXA239,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Paraíba,FEBRACE,ENG027,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Paraná,FEBRACE,SAU125,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Pernambuco,FEBRACE,HUM155,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Piauí,FEBRACE,HUM161,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Rio Grande do Norte,FEBRACE,EXA244,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Rondônia,FEBRACE,ENG069,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Santa Catarina,FEBRACE,AGR109,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - São Paulo,FEBRACE,EXA277,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Tocantins,FEBRACE,EXA292,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Rio de Janeiro,FEBRACE,SAU120,Projeto,0,0,0,0,0,0,0,2016
Prêmio Destaque Unidades da Federação - Rio Grande do Sul,FEBRACE,EXA262,Projeto,0,0,0,0,0,0,0,2016
Prêmio Space Camp,Acrux Aerospace Technologies,ENG049,Projeto,0,0,0,0,0,0,0,2016
Prêmio Intel Mulheres e Tecnologia,Intel do Brasil,EXA287,Participantes,0,1,0,0,0,0,0,2016
Prêmio Mostra Nacional de Ciência de Portugal,Fundação da Juventude,HUM170,Projeto,0,0,0,0,0,0,0,2016
