premio,empresa,codigo projeto,tipo do premio,premio estudante 1,premio estudante 2,premio estudante 3,premio orientador,premio coorientador,premio escola,premio local de pesquisa,ano
Prêmio Mostra de Ciências e Tecnologia da Escola AÇAÍ - MCTEA,Mostra de Ciência e Tecnologia da Escola Açaí,EXA267,Projeto,0,0,0,0,0,0,0,2018
Prêmio Mostra de Ciências e Tecnologia da Escola AÇAÍ - MCTEA,Mostra de Ciência e Tecnologia da Escola Açaí,HUM163,Projeto,0,0,0,0,0,0,0,2018
Intel ISEF,FEBRACE,SAU229,Projeto,0,0,0,0,0,0,0,2018
Intel ISEF,FEBRACE,ENG053,Projeto,0,0,0,0,0,0,0,2018
Intel ISEF,FEBRACE,BIO193,Projeto,0,0,0,0,0,0,0,2018
Intel ISEF,FEBRACE,EXA261,Projeto,0,0,0,0,0,0,0,2018
Intel ISEF,FEBRACE,BIO185,Projeto,0,0,0,0,0,0,0,2018
Intel ISEF,FEBRACE,AGR084,Projeto,0,0,0,0,0,0,0,2018
Intel ISEF,FEBRACE,ENG008,Projeto,0,0,0,0,0,0,0,2018
Intel ISEF,FEBRACE,ENG020,Projeto,0,0,0,0,0,0,0,2018
Intel ISEF,FEBRACE,HUM127,Projeto,0,0,0,0,0,0,0,2018
Prêmio Manual do Mundo,Manual do Mundo Comunicação,SOC119,Projeto,0,0,0,0,0,0,0,2018
Prêmio Agencia USP de Inovação,Agência USP de Inovação,AGR126,Projeto,0,0,0,0,0,0,0,2017
Prêmio Agencia USP de Inovação,Agência USP de Inovação,SOC233,Projeto,0,0,0,0,0,0,0,2017
Prêmio Agencia USP de Inovação,Agência USP de Inovação,EXA263,Projeto,0,0,0,0,0,0,0,2017
Prêmio Agencia USP de Inovação,Agência USP de Inovação,ENG058,Projeto,0,0,0,0,0,0,0,2017
Prêmio Agencia USP de Inovação,Agência USP de Inovação,SAU091,Projeto,0,0,0,0,0,0,0,2017
Prêmio Intel Mulheres e Tecnologia,Intel do Brasil,ENG059,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Bioquímica e Biologia Molecular,Sociedade Brasileira de Bioquímica e Biologia Molecular - SBBq,BIO197,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Bioquímica e Biologia Molecular,Sociedade Brasileira de Bioquímica e Biologia Molecular - SBBq,BIO194,Projeto,0,0,0,0,0,0,0,2017
Prêmio Space Camp,Acrux Aerospace Technologies,ENG049,Projeto,0,0,0,0,0,0,0,2017
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,SOC210,Projeto,0,0,0,0,0,0,0,2017
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,SOC211,Projeto,0,0,0,0,0,0,0,2017
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,ENG011,Projeto,0,0,0,0,0,0,0,2017
Prêmio EDUSP,Editora da Universidade de São Paulo - EDUSP,SOC225,Projeto,0,0,0,0,0,0,0,2017
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG040,Projeto,0,0,0,0,0,0,0,2017
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG078,Projeto,0,0,0,0,0,0,0,2017
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG020,Projeto,0,0,0,0,0,0,0,2017
Prêmio Associação dos Engenheiros Politécnicos,Associação dos Engenheiros Politécnicos - AEP,ENG045,Projeto,0,0,0,0,0,0,0,2017
Prêmio Faber-Castell de Criatividade e Inovação,Faber-Castell,ENG056,Projeto,0,0,0,0,0,0,0,2017
Prêmio Centro Estadual de Educação Tecnológica Paula Souza,Centro Paula Souza,BIO209,Projeto,0,0,0,0,0,0,0,2017
Prêmio Manual do Mundo Comunicação,Manual do Mundo Comunicação,ENG065,Projeto,0,0,0,0,0,0,0,2017
Prêmio Museu Paulista da USP,Museu Paulista,HUM155,Projeto,0,0,0,0,0,0,0,2017
Prêmio Museu Paulista da USP,Museu Paulista,HUM157,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,EXA237,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO201,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO198,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO172,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,SOC229,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,BIO200,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,SAU089,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,AGR124,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,SAU091,Projeto,0,0,0,0,0,0,0,2017
Prêmio Sociedade Brasileira de Microbiologia,Sociedade Brasileira de Microbiologia,SOC230,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque 2017,Brazilian Technion Society,SAU087,Participantes,1,0,0,0,0,0,0,2017
Prêmio Destaque 2017,Brazilian Technion Society,ENG005,Participantes,0,0,1,0,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,SAU082,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,ENG011,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,AGR115,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,ENG023,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,EXA259,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,AGR112,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,BIO203,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,BIO207,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,EXA296,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,HUM139,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,ENG042,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,ENG079,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,ENG033,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,EXA291,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque Finalista,FEBRACE,EXA254,Participantes,0,0,0,1,0,0,0,2017
Prêmio Professor Destaque,FEBRACE,ENG033,Participantes,0,0,0,1,0,0,0,2017
Prêmio Programaê! de Invenção e Criatividade,Programaê,ENG042,Participantes,0,0,0,1,0,0,0,2017
Prêmio Programaê! de Invenção e Criatividade,Programaê,ENG062,Participantes,0,0,0,1,0,0,0,2017
Prêmio Programaê! de Invenção e Criatividade,Programaê,EXA285,Participantes,0,0,0,1,0,0,0,2017
Prêmio Instituto 3M,Instituto 3M,ENG040,Projeto,0,0,0,0,0,0,0,2017
Prêmio Instituto 3M,Instituto 3M,ENG059,Projeto,0,0,0,0,0,0,0,2017
Prêmio Instituto 3M,Instituto 3M,ENG078,Projeto,0,0,0,0,0,0,0,2017
Prêmio Marinha do Brasil - 3o. Lugar em Mentalidade Marítima,Centro de Coordenação de Estudos da Marinha em São Paulo,ENG003,Projeto,0,0,0,0,0,0,0,2017
Prêmio Marinha do Brasil - 2o. Lugar em Mentalidade Marítima,Centro de Coordenação de Estudos da Marinha em São Paulo,AGR120,Projeto,0,0,0,0,0,0,0,2017
Prêmio Marinha do Brasil - 1o. Lugar em Mentalidade Marítima,Centro de Coordenação de Estudos da Marinha em São Paulo,ENG002,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,ENG049,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,SAU100,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,AGR107,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,HUM134,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,BIO193,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,SOC216,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRIC de excelência em iniciação científica,Associação Brasileira de Incentivo à Ciência - ABRIC,EXA237,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque do Ano Ciências Moleculares - Interdisciplinaridade,Curso de Ciências Moleculares da Universidade de São Paulo,BIO179,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque do Ano Ciências Moleculares - Mérito Acadêmico,Curso de Ciências Moleculares da Universidade de São Paulo,EXA266,Projeto,0,0,0,0,0,0,0,2017
Prêmio INFOMATRIX Brasil,InfoMatrix Brasil,SAU083,Projeto,0,0,0,0,0,0,0,2017
Prêmio INFOMATRIX Brasil,InfoMatrix Brasil,HUM130,Projeto,0,0,0,0,0,0,0,2017
Prêmio INFOMATRIX Brasil,InfoMatrix Brasil,ENG038,Projeto,0,0,0,0,0,0,0,2017
Prêmio Veraño Nacional Científico Para Estudiantes Sobresalientes (VENCES),InfoMatrix Brasil,SAU086,Projeto,0,0,0,0,0,0,0,2017
Prêmio Veraño Nacional Científico Para Estudiantes Sobresalientes (VENCES),InfoMatrix Brasil,ENG045,Projeto,0,0,0,0,0,0,0,2017
Prêmio Defesa Civil do Estado de São Paulo,Defesa Civil do Estado de São Paulo,EXA273,Projeto,0,0,0,0,0,0,0,2017
Prêmio Defesa Civil do Estado de São Paulo,Defesa Civil do Estado de São Paulo,ENG054,Projeto,0,0,0,0,0,0,0,2017
Prêmio Defesa Civil do Estado de São Paulo,Defesa Civil do Estado de São Paulo,ENG025,Projeto,0,0,0,0,0,0,0,2017
Prêmio Instituto de Física da USP - Menção Honrosa,Instituto de Física da USP,EXA243,Projeto,0,0,0,0,0,0,0,2017
Prêmio Instituto de Física da USP - Menção Honrosa,Instituto de Física da USP,EXA280,Projeto,0,0,0,0,0,0,0,2017
Prêmio Instituto de Física da USP - Destaque em Física 2017,Instituto de Física da USP,EXA240,Projeto,0,0,0,0,0,0,0,2017
Prêmio Anna Frida Hoffman,PoliGen - Grupo de Estudos de Gênero da Poli-USP,ENG042,Projeto,0,0,0,0,0,0,0,2017
Prêmio Anna Frida Hoffman,PoliGen - Grupo de Estudos de Gênero da Poli-USP,ENG056,Projeto,0,0,0,0,0,0,0,2017
Prêmio Marília Chaves Peixoto,PoliGen - Grupo de Estudos de Gênero da Poli-USP,EXA272,Projeto,0,0,0,0,0,0,0,2017
Prêmio Marília Chaves Peixoto,PoliGen - Grupo de Estudos de Gênero da Poli-USP,EXA266,Projeto,0,0,0,0,0,0,0,2017
Prêmio Marília Chaves Peixoto,PoliGen - Grupo de Estudos de Gênero da Poli-USP,EXA244,Projeto,0,0,0,0,0,0,0,2017
Menção Honrosa UNESCO,UNESCO,HUM145,Projeto,0,0,0,0,0,0,0,2017
Menção Honrosa UNESCO,UNESCO,ENG033,Projeto,0,0,0,0,0,0,0,2017
Menção Honrosa UNESCO,UNESCO,BIO164,Projeto,0,0,0,0,0,0,0,2017
Student Awards for Geoscience Excellence,Association for Women Geoscientists,EXA272,Projeto,0,0,0,0,0,0,0,2017
Intel Excellence in Computer Science,Intel Excellence in Computer Science,EXA295,Projeto,0,0,0,0,0,0,0,2017
"Most Challenging, original, thorough and Creative Investigation of a Problem Involving Mathematics",MU Alpha Theta,AGR123,Projeto,0,0,0,0,0,0,0,2017
Most Outstanding Exhibit in Material Science,ASM Materials Education Foundation,EXA263,Projeto,0,0,0,0,0,0,0,2017
Outstanding for Behavioral Sciences,American Psychological Association,HUM152,Projeto,0,0,0,0,0,0,0,2017
Prêmio Revista ECO 21,Revista ECO 21,ENG020,Projeto,0,0,0,0,0,0,0,2017
"Most Outstanding Exhibit in Computer Science, Engineering, Physics or Chemistry",Yale Science and Engineering Association,EXA259,Projeto,0,0,0,0,0,0,0,2017
The 2017 Regional Ricoh Sustainable Development Award,RICOH  Americas Corporation,SOC222,Projeto,0,0,0,0,0,0,0,2017
ASU Walton Sustainability Solution Initiatives,Arizona State University - Rob and Melani Walton Sustainability Solutions Initiatives,SOC218,Projeto,0,0,0,0,0,0,0,2017
Prêmio Expedição Científica ao Pantanal,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",ENG034,Projeto,0,0,0,0,0,0,0,2017
Prêmio Expedição Científica ao Pantanal,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",AGR126,Projeto,0,0,0,0,0,0,0,2017
Prêmio FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",SAU086,Projeto,0,0,0,0,0,0,0,2017
Prêmio FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",ENG033,Projeto,0,0,0,0,0,0,0,2017
Prêmio FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",ENG020,Projeto,0,0,0,0,0,0,0,2017
Prêmio de Incentivo ao Professor FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",ENG034,Participantes,0,0,0,1,0,0,0,2017
Prêmio de Incentivo ao Professor FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",SOC233,Participantes,0,0,0,1,0,0,0,2017
Prêmio de Incentivo ao Professor FETECMS,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",SAU088,Participantes,0,0,0,1,0,0,0,2017
Prêmio Instituto Federal do Mato Grosso do Sul de Incentivo ao Professor,"Feira de Tecnologias, Engenharias e Ciências do Mato Grosso do Sul - FETECMS",ENG033,Participantes,0,0,0,1,0,0,0,2017
Prêmio ISITEC de Inovação Social,Instituto Superior de Inovação e Tecnologia - ISITEC,EXA281,Projeto,0,0,0,0,0,0,0,2017
Prêmio ISITEC de Inovação Tecnológica,Instituto Superior de Inovação e Tecnologia - ISITEC,ENG045,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Acre ,FEBRACE,ENG026,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Alagoas,FEBRACE,SAU090,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Amapá,FEBRACE,AGR106,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Amazonas,FEBRACE,ENG020,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Bahia,FEBRACE,ENG059,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Ceará,FEBRACE,SOC222,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Distrito Federal,FEBRACE,BIO193,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Espírito Santo,FEBRACE,ENG049,Projeto,0,0,0,0,0,0,0,2017
Prêmio Excelência em Ciências,Associação de Amigos do Instituto Weizmann do Brasil,BIO169,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar na Votação Popular,FEBRACE,BIO181,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar na Votação Popular,FEBRACE,ENG025,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar na Votação Popular,FEBRACE,ENG020,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar na Votação Popular,FEBRACE,SOC231,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,HUM162,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,SOC233,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,SAU083,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,AGR106,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,EXA248,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,BIO171,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRITEC - Certificado de Incentivo a Pesquisa Tecnológica e Científica,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,ENG009,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Goiás,FEBRACE,HUM153,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Maranhão,FEBRACE,BIO204,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Mato Grosso,FEBRACE,ENG061,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Mato Grosso do Sul,FEBRACE,ENG040,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Pará,FEBRACE,ENG029,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Paraíba,FEBRACE,ENG071,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Paraná,FEBRACE,SAU091,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Piauí,FEBRACE,SOC233,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Rondônia,FEBRACE,ENG023,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Roraima,FEBRACE,ENG003,Projeto,0,0,0,0,0,0,0,2017
Prêmio Revista InCiência,Revista INCIÊNCIA,HUM151,Projeto,0,0,0,0,0,0,0,2017
Prêmio Revista InCiência,Revista INCIÊNCIA,BIO177,Projeto,0,0,0,0,0,0,0,2017
Prêmio Revista InCiência,Revista INCIÊNCIA,BIO187,Projeto,0,0,0,0,0,0,0,2017
Prêmio Revista InCiência,Revista INCIÊNCIA,BIO194,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Sergipe,FEBRACE,SAU102,Projeto,0,0,0,0,0,0,0,2017
Prêmio Revista InCiência,Revista INCIÊNCIA,EXA237,Projeto,0,0,0,0,0,0,0,2017
Prêmio Poli Cidadã - Menção Honrosa,Poli Cidadã,ENG059,Projeto,0,0,0,0,0,0,0,2017
Prêmio Poli Cidadã - Menção Honrosa,Poli Cidadã,ENG009,Projeto,0,0,0,0,0,0,0,2017
Prêmio Poli Cidadã - Destaque em Tecnologia e Desenvolvimento Social,Poli Cidadã,ENG078,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Tocantins,FEBRACE,BIO175,Projeto,0,0,0,0,0,0,0,2017
Prêmio ABRITEC - Mostra Científica Latino Americana,ABRITEC - Associação Brasileira de Incentivo à Tecnologia e Ciência,ENG012,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Minas Gerais,FEBRACE,EXA292,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Pernambuco,FEBRACE,SOC278,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Rio de Janeiro,FEBRACE,HUM134,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Rio Grande do Norte,FEBRACE,AGR116,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Rio Grande do Sul,FEBRACE,AGR126,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - Santa Catarina,FEBRACE,ENG016,Projeto,0,0,0,0,0,0,0,2017
Prêmio Destaque Unidades da Federação - São Paulo,FEBRACE,BIO169,Projeto,0,0,0,0,0,0,0,2017
Society for Science & the Public Award for Community Innovation,Society for Science & the Public,SOC228,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências da Saúde,FEBRACE,SAU085,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências da Saúde,FEBRACE,SAU084,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências da Saúde,FEBRACE,SAU088,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Ciências da Saúde,FEBRACE,SAU083,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Ciências da Saúde,FEBRACE,SAU091,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Biológicas,FEBRACE,BIO205,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Biológicas,FEBRACE,BIO186,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Biológicas,FEBRACE,BIO176,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências Biológicas,FEBRACE,BIO166,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências Biológicas,FEBRACE,BIO207,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Ciências Biológicas,FEBRACE,BIO184,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Ciências Biológicas,FEBRACE,BIO179,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Ciências Biológicas,FEBRACE,BIO209,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Ciências Biológicas,FEBRACE,BIO169,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC233,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC278,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC231,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC228,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Ciências Sociais Aplicadas,FEBRACE,SOC222,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Humanas,FEBRACE,HUM160,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Humanas,FEBRACE,HUM162,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências Humanas,FEBRACE,HUM129,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências Humanas,FEBRACE,HUM150,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Ciências Humanas,FEBRACE,HUM144,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Ciências Humanas,FEBRACE,HUM134,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Ciências Humanas,FEBRACE,HUM145,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Agrárias,FEBRACE,AGR124,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Agrárias,FEBRACE,AGR110,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências Agrárias,FEBRACE,AGR121,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Ciências Agrárias,FEBRACE,AGR116,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Ciências Agrárias,FEBRACE,AGR126,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA295,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA262,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA282,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA286,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA246,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA244,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA255,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA272,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA245,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA259,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA263,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA292,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Ciências Exatas e da Terra,FEBRACE,EXA266,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Engenharia,FEBRACE,ENG049,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Engenharia,FEBRACE,ENG013,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Engenharia,FEBRACE,ENG036,Projeto,0,0,0,0,0,0,0,2017
4o. Lugar em Engenharia,FEBRACE,ENG071,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Engenharia,FEBRACE,ENG044,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Engenharia,FEBRACE,ENG033,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Engenharia,FEBRACE,ENG025,Projeto,0,0,0,0,0,0,0,2017
3o. Lugar em Engenharia,FEBRACE,ENG078,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Engenharia,FEBRACE,ENG009,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Engenharia,FEBRACE,ENG011,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Engenharia,FEBRACE,ENG058,Projeto,0,0,0,0,0,0,0,2017
2o. Lugar em Engenharia,FEBRACE,ENG039,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Engenharia,FEBRACE,ENG045,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Engenharia,FEBRACE,ENG040,Projeto,0,0,0,0,0,0,0,2017
1o. Lugar em Engenharia,FEBRACE,ENG059,Projeto,0,0,0,0,0,0,0,2017
Prêmio Mostra de Ciências e Tecnologia da Escola AÇAÍ - MCTEA,FEBRACE,AGR121,Projeto,0,0,0,0,0,0,0,2017
